bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-0031121_ses-SSV1_acq-MEMPRAGE_T1w	0.29380725854351775	4.057008833259582	0.6138662782343896	430.6776428222656	3.9685399999999995	3.99363	4.13772	3.77427	0.21890462199265773	0.4193719571786173	0.361723420828725	0.9044532179832458	0.23363488912582409	0.0	0.007042676503073492	14.610048755842897	7.999047451350154	11.662816551715137	182	218	182	3.373291588261199	10.024675148223636	14.821235174221336	31.065738786179175	24.524156334414542	46.54928464942155	46.2771090429826	67.7578861451117	1.0	1.0	1.0	18.239499460249323	9.668764114379883	23.970552444458008	29.160987854003906	2206656.0	2.663018226623535	38.11356163024902	14.831884384155273	-0.3559308936240946	102.25955963134766	350.43902587890625	361.9372863769531	18128.0	158.42751846313476	517.3406829833982	107.29203033447266	0.4698811865350647	61.565589904785156	690.9189453125	686.992919921875	28350.0	584.5791381835937	816.6284210205079	68.52898406982422	0.5466252044001627	30.397552490234375	998.3633422851562	999.9979248046875	190838.0	943.0560089111328	1048.2254333496094	32.18965148925781	0.2223225086927414	0.5155123472213745	0.5695212483406067	0.8475613057131253
sub-0031122_ses-SSV1_acq-MEMPRAGE_T1w	0.2977266822409734	3.6687437609919775	0.5706808527824693	231.02415466308594	3.730323333333333	3.75627	3.94358	3.49112	0.2342322410752733	0.41651792828816037	0.34924983063656634	0.8366361856460571	0.1683826446533203	0.0	0.004507681922733188	17.39975937956044	9.885599405504392	15.445187756254054	182	218	182	2.701657478787767	9.716068064841842	19.30132921135986	45.48626209044997	28.347620723730266	65.74620813976081	62.102159422828834	92.21264940499545	1.0	1.0	1.0	-0.5124900031403823	7.104541778564453	32.25999069213867	38.87042236328125	2328878.0	2.7340757489204406	48.957252120971674	15.886924743652344	-0.3892485969263757	130.88363647460938	303.1221923828125	307.412109375	16712.0	140.32062606811525	494.3234252929685	113.7830810546875	0.6968825771549825	65.47343444824219	715.2367553710938	712.9762573242188	17602.0	594.5231628417969	838.9984252929688	73.37906646728516	0.8922039841817035	19.9776668548584	999.2031860351562	999.9881591796875	137663.0	962.2871215820312	1034.3467895507813	21.98431968688965	0.226244255900383	0.5056662559509277	0.5652695298194885	0.9380990689160117
sub-0031123_ses-SSV1_acq-MEMPRAGE_T1w	0.7601415320569389	1.6908697511811603	0.6076507176103771	441.4314880371094	4.063706666666667	4.14197	4.1312	3.91795	0.24815088611875918	0.38423358064864704	0.3676155332325938	0.761228084564209	0.21457769274711613	0.0	0.04752959612905364	12.55225702115626	7.762855366635233	10.905378346311394	182	218	182	3.060120852837804	6.044830109080927	16.493367056810587	40.375150208513034	22.119640240525733	48.31866901634055	44.20037219534766	62.162807329176715	1.0	1.0	1.0	-1.6274148472123025	10.538972854614258	21.11270523071289	29.108768463134766	2390563.0	2.3269271850585938	37.17602882385254	14.1529541015625	-0.25988379298066056	116.02208709716797	346.9233703613281	355.8316955566406	28514.0	161.1816665649414	545.8566467285156	116.27823638916016	-1.0840224197954478	147.97010803222656	805.6563110351562	777.2872314453125	29097.0	619.5156127929688	1010.9207153320312	128.58489990234375	1.1276301437747627	21.318199157714844	1000.532470703125	999.9935302734375	224054.0	960.2160614013673	1041.661730957031	24.767494201660156	0.2047734260559082	0.4610087275505066	0.5651857256889343	0.8964628929612631
sub-0031124_ses-SSV1_acq-MEMPRAGE_T1w	0.26397825617220533	4.764958762178875	0.5833512039872784	314.42236328125	4.952263333333334	4.80137	5.22404	4.83138	0.2620401257757835	0.4065031767418194	0.33145669748239703	0.9746726751327515	0.24376810193061815	0.0	0.0023513482438763983	13.556666247537617	8.70075442498081	13.156734738913357	182	218	182	3.8697059973415113	12.092206921342752	14.958249124716746	28.912834455465976	28.179751231886463	58.59165193453166	57.742419171060696	86.45585434676397	1.0	1.0	1.0	0.3038256327387123	7.577730178833008	29.903663635253906	34.205780029296875	2192566.0	2.6773939728736877	50.45644760131836	15.420106887817383	4.976911674042857	81.0141830444336	332.5191955566406	325.9451904296875	47742.0	205.4151664733887	479.1506210327148	84.22908020019531	0.05325337943284758	55.38475036621094	678.2398681640625	677.7088623046875	34671.0	586.5104370117188	772.32373046875	56.04428482055664	4.728832207148691	29.6942138671875	999.4401245117188	1000.0042114257812	186431.0	943.7699890136719	1050.3150634765625	34.586769104003906	0.18880335986614227	0.46456485986709595	0.586296558380127	0.8412439488386116
sub-0031125_ses-SSV1_acq-MEMPRAGE_T1w	0.2623271269925758	4.569702417836643	0.6438226276497655	537.9033203125	4.183306666666667	4.22844	4.32394	3.99754	0.23727089346301164	0.41700096947849835	0.34572813705849004	0.784917414188385	0.18689445257186899	0.0	0.03323949075401474	12.6903035138626	7.527262905277871	11.690826361439953	182	218	182	3.835159273462391	10.703999631219954	15.73026230789327	32.651628018997464	20.586061729387666	33.45577785953531	34.562766053104276	49.64645857038985	1.0	1.0	1.0	-1.3746737447927746	13.195889472961426	19.671892166137695	26.00042152404785	2206391.0	2.6873918771743774	37.257368087768555	13.846774101257324	-0.16486517026159708	88.20931243896484	388.1339416503906	414.64862060546875	27160.0	171.7983184814453	535.4028442382812	108.11571502685547	0.24879632765776316	60.42844009399414	670.2655639648438	673.873046875	36533.0	559.41494140625	767.1984008789063	62.95439529418945	2.293283581761414	25.120624542236328	997.9667358398438	999.989013671875	203944.0	944.9095581054688	1043.6638305664062	30.625932693481445	0.21772630512714386	0.5084026455879211	0.5733376741409302	0.8709205289055202
sub-0031126_ses-SSV1_acq-MEMPRAGE_T1w	0.25312571911869186	4.390943848665753	0.6176495909253258	305.1160888671875	4.048513333333333	4.10834	4.20815	3.82905	0.23989835683714278	0.4279649630292277	0.3321366801336295	0.8514373898506165	0.25893403291702277	0.0	0.0025070425484821075	15.357058766454283	8.794836651658166	14.050141488406984	182	218	182	2.969154741459351	13.190905749239597	16.73056489811408	34.03163420364329	34.22701242923144	71.94686534279538	68.65512676184446	99.79150251350656	1.0	1.0	1.0	0.4116162402190997	6.565010070800781	30.375473022460938	34.76280212402344	2203931.0	3.2165037393569946	46.99907684326172	13.690505027770996	-0.5568175890425842	114.46184539794922	345.1029357910156	342.9830627441406	21509.0	150.3312255859375	536.5736694335938	115.51270294189453	1.6441786707780235	44.791255950927734	724.4567260742188	720.96728515625	29897.0	639.9048706054688	818.6607910156249	54.65547561645508	1.0029469687999821	25.837493896484375	998.8424682617188	999.99365234375	138595.0	948.5958190917969	1046.0663818359374	29.384132385253906	0.2080819308757782	0.4805492162704468	0.538084864616394	0.9155694731502886
sub-0031127_ses-SSV1_acq-MEMPRAGE_T1w	0.30886633759342824	3.6056460186243817	0.6055541648109646	454.5553894042969	3.683316666666667	3.73939	3.88522	3.42534	0.24953329526914264	0.39470537032020625	0.3557613344106511	0.8223943114280701	0.17730741202831257	0.0	0.013675496187403473	14.740525533647958	9.091165535860412	13.522306530766327	182	218	182	3.3931162649336977	8.836008770618841	17.107263921368673	39.09266672855349	19.052788950452786	36.38468414478043	35.88418816045684	52.2150913861373	1.0	1.0	1.0	-1.3411486873710265	12.546707153320312	22.292818069458008	28.348175048828125	2318042.0	2.6682558178901674	39.42461738586426	14.030631065368652	0.7833955880532004	107.48124694824219	356.5633544921875	364.885498046875	20142.0	176.20168228149413	529.8585815429688	107.53431701660156	1.8323054815812254	70.92347717285156	700.756103515625	696.8136596679688	22273.0	575.6714233398437	836.2703979492187	78.8589096069336	0.7963147048584411	22.716373443603516	999.564697265625	999.9863891601562	163357.0	955.6195434570312	1040.7097412109374	25.579818725585938	0.1988971084356308	0.48295339941978455	0.5465086102485657	0.9161874073189329
sub-0031128_ses-SSV1_acq-MEMPRAGE_T1w	0.2962619259113041	4.189812959837758	0.635508028959379	237.38339233398438	4.9820633333333335	4.93969	5.23108	4.77542	0.26341966346838447	0.3962595778792166	0.3403207586523989	0.8718682527542114	0.2540441095829007	0.00044062787102654236	0.005437660983665042	15.196408022707706	9.710387763095508	13.967713725765774	182	218	182	4.017964609139323	10.288639020241652	14.720110387528925	29.853727533205795	19.070157390703198	40.47577891152454	39.826762891460845	59.9343523721548	1.0	1.0	1.0	17.01269329783671	10.930883407592773	33.48508834838867	35.81512451171875	2120103.0	3.0275846242904665	62.29640579223632	23.963809967041016	0.06223237887710242	86.4097900390625	323.276123046875	318.1836242675781	46956.0	207.92044830322266	460.3833694458008	79.18940734863281	-0.10759787373637053	66.06655883789062	670.5364990234375	675.334228515625	22090.0	552.910888671875	770.6135131835938	65.63734436035156	1.0333777886774227	30.11911392211914	997.94775390625	999.99853515625	167810.0	939.3489624023438	1049.0120971679687	33.49650573730469	0.19932138919830322	0.49295753240585327	0.5908230543136597	0.8699573504472706
sub-0031129_ses-SSV1_acq-MEMPRAGE_T1w	0.26083546767591775	4.403035825536748	0.6644651629858088	784.69091796875	4.88661	4.78777	5.11272	4.75934	0.29043363598333966	0.3621231257251439	0.34744323829151647	0.8558131456375122	0.2042664468288421	0.0	0.01822530677921719	12.780706511004894	9.073079308543354	12.603888818436088	182	218	182	3.820587067556838	11.2605141761403	15.267579679978347	30.721637796237903	11.90014888792217	21.953692474983324	21.93317416169877	31.945681122190805	1.0	1.0	1.0	26.415041008168753	20.508331298828125	20.159955978393555	19.731821060180664	2183432.0	2.8237416744232178	46.917034721374506	16.198165893554688	-0.5997887921829106	104.77407836914062	365.96002197265625	372.5212097167969	59010.0	197.71552963256835	519.9917785644532	97.5028305053711	0.48484615037677736	56.41607666015625	691.1226196289062	687.2364501953125	31424.0	595.9563598632812	798.3325073242187	61.0296745300293	4.2844963600703565	25.17021369934082	996.80078125	1000.0247802734375	195165.0	941.6382934570313	1041.764501953125	32.55107116699219	0.20328481495380402	0.4521937966346741	0.5723831653594971	0.9197098873165006
sub-0031130_ses-SSV1_acq-MEMPRAGE_T1w	0.2676559118021939	4.750136824128245	0.5906872057998077	409.7466735839844	4.2161566666666666	4.17415	4.31274	4.16158	0.24330795683162498	0.40388623123501743	0.3528058119333576	0.9446227550506592	0.2355404645204544	0.0	0.01007936472870476	14.784310202657373	8.901741459893804	13.04179384618188	182	218	182	2.306719398487496	11.277329129330422	14.883227079352588	31.065632710239846	15.986450902751193	33.1112755706939	32.80001174430246	49.3023087594623	1.0	1.0	1.0	-1.4381695701336756	13.288110733032227	21.01934051513672	27.11000633239746	2304313.0	2.2845043182373046	38.15494155883789	14.039772033691406	17.442336875172824	111.37322998046875	328.4163818359375	324.252685546875	23712.0	141.89556808471679	493.19749908447267	140.5657958984375	0.02561796102035796	59.449012756347656	672.94287109375	671.594970703125	29230.0	576.8911590576172	773.4079315185547	59.55164337158203	0.9304921120739151	28.449783325195312	997.7510375976562	999.9971923828125	177713.0	940.2008422851562	1046.3734619140625	32.18973159790039	0.19827373325824738	0.4700298309326172	0.5859802961349487	0.7974672556535793
